CSID,Question,Text,Rank
6731552,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6731552,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6731552,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6731552,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
6731593,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
6731593,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6731593,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6731593,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
6731593,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6731593,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
6731604,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
6731604,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6731604,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6731604,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
6731604,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6731604,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
6731618,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,1
6731618,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6731618,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
6731618,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6731618,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6731618,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6731673,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6731673,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6731673,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6731673,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",4
6731673,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
6731673,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,6
6731692,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6731692,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6731692,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6731692,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6731692,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6731692,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
6731728,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6731728,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6731728,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6731728,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
6731728,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6731728,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
6731813,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
6731813,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6731813,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6731813,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6731813,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,5
6731813,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6731849,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6731849,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
6731849,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,3
6731849,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6731849,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6731849,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6731869,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6731869,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6731869,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6731869,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,4
6731869,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,5
6731869,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",6
6731873,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6731873,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
6731873,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6731873,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
6731873,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6731873,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,6
6731954,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6731954,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6731954,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
6731954,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
6731954,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6731954,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6731969,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6731969,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6731969,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6731969,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6731969,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
6731969,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,6
6731992,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6731992,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6731992,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6731992,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,4
6731992,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6731992,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6732038,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6732038,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6732038,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6732038,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6732038,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,5
6732038,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
6732054,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6732054,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6732054,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6732054,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
6732054,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6732054,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6732129,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
6732129,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
6732129,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,3
6732129,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6732129,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6732129,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
6732150,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,1
6732150,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6732150,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6732150,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6732150,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
6732150,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6732250,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,1
6732250,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,2
6732250,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6732250,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,4
6732250,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
6732250,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
6732278,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
6732278,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
6732278,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6732278,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
6732278,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6732278,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
6732330,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6732330,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6732330,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6732330,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6732330,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
6732330,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
6732357,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6732357,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
6732357,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6732357,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,4
6732357,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6732357,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
6732408,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6732408,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6732408,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6732408,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6732408,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6732408,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,6
6732444,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6732444,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
6732444,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6732444,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6732444,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6732444,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6732532,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6732532,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",2
6732532,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6732532,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6732532,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
6732532,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6732565,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
6732565,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6732565,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",3
6732565,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
6732565,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6732565,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
6732582,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,1
6732582,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
6732582,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6732582,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
6732582,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6732582,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
6732670,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,1
6732670,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
6732670,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6732670,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
6732670,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6732670,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
6732692,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6732692,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,2
6732692,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6732692,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
6732692,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
6732692,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
6732741,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6732741,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6732741,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
6732741,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6732741,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
6732741,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
6732774,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,1
6732774,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
6732774,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
6732774,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
6732774,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6732774,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6732793,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,1
6732793,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",2
6732793,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,3
6732793,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,4
6732793,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
6732793,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,6
6732805,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6732805,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6732805,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
6732805,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6732805,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,5
6732805,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
6732862,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,1
6732862,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6732862,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6732862,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6732862,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
6732862,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
6732902,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",1
6732902,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,2
6732902,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6732902,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6732902,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6732902,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
